,PUMA,NP,ACCESS,BATH,BDSP,BLD,BROADBND,COMPOTHX,DIALUP,ELEFP,ELEP,FS,FULFP,GASFP,HFL,HISPEED,LAPTOP,OTHSVCEX,REFR,RMSP,RNTM,RNTP,SATELLITE,SMARTPHONE,TABLET,TEL,TEN,VEH,WATFP,YBL,GRPIP,HHL,HHLANP,HHT,HINCP,HUPAC,KIT,LNGI,MULTG,MV,NOC,NPP,NR,PARTNER,PSF,R18,R65,RESMODE,SRNT,SSMC,WGTP_CLT,AMI,AFF_OCC,COST_BURDALL,Cluster
389,Mecklenburg County (East)--Mint Hill & Matthews (North) Towns,1,"Yes, by paying a cell phone company or Internet service provider",Yes,1,6,Yes,No,No,Valid monthly electricity cost in ELEP,80.0,No,No charge or fuel other than gas or electricity not used,No charge or gas not used,Electricity,Yes,Yes,No,Yes,2,No,830.0,No,Yes,Yes,Yes,Rented,1 vehicle,Valid annual water cost in WATP,6,85.0,English only,9500.0,Nonfamily household: Male householder: Living alone,13180.0,No children,"Yes, has stove or range, refrigerator, and sink with a faucet",At least one person in the household 14 and over speaks English only or speaks English 'very well',"No, not a multigenerational household",2 to 4 years,0.0,Not a grandparent headed household with no parent present,None,No unmarried partner in household,No subfamilies,No person under 18 in household,No person 65 and over,Internet,"A single-family home on less than 10 acres or any other type of building, including mobile homes, with no regard to acreage",Households without a same-sex married couple,77.06,30% and Below,61 to 80%,Yes,Cluster 1
390,Charlotte City (Central),1,"Yes, by paying a cell phone company or Internet service provider",Yes,0,9,Yes,No,No,Valid monthly electricity cost in ELEP,70.0,No,No charge or fuel other than gas or electricity not used,No charge or gas not used,Electricity,No,Yes,No,Yes,1,No,1400.0,No,Yes,Yes,Yes,Rented,No vehicles,Valid annual water cost in WATP,8,18.0,Asian and Pacific Island languages,2000.0,Nonfamily household: Female householder: Living alone,100000.0,No children,"Yes, has stove or range, refrigerator, and sink with a faucet",At least one person in the household 14 and over speaks English only or speaks English 'very well',"No, not a multigenerational household",12 months or less,0.0,Not a grandparent headed household with no parent present,None,No unmarried partner in household,No subfamilies,No person under 18 in household,No person 65 and over,Internet,"A single-family home on less than 10 acres or any other type of building, including mobile homes, with no regard to acreage",Households without a same-sex married couple,92.0,Greater than 120%,101 to 120%,No,Cluster 0
391,Charlotte City (Northwest),1,"No access to the Internet at this house, apartment, or mobile home",Yes,1,9,Yes,No,No,Valid monthly electricity cost in ELEP,50.0,No,No charge or fuel other than gas or electricity not used,No charge or gas not used,Electricity,Yes,No,No,Yes,2,No,580.0,No,Yes,No,Yes,Rented,1 vehicle,Included in rent or in condo fee,2015,74.0,English only,9500.0,Nonfamily household: Male householder: Living alone,10200.0,No children,"Yes, has stove or range, refrigerator, and sink with a faucet",At least one person in the household 14 and over speaks English only or speaks English 'very well',"No, not a multigenerational household",12 months or less,0.0,Not a grandparent headed household with no parent present,None,No unmarried partner in household,No subfamilies,No person under 18 in household,1 person 65 and over,CATI/CAPI,"A single-family home on less than 10 acres or any other type of building, including mobile homes, with no regard to acreage",Households without a same-sex married couple,165.96,30% and Below,31 to 50%,Yes,Cluster 1
392,"Mecklenburg County (North)--Huntersville, Cornelius & Davidson Towns",2,"Yes, by paying a cell phone company or Internet service provider",Yes,2,2,Yes,No,No,Valid monthly electricity cost in ELEP,70.0,No,Valid annual fuel cost in FULP,Valid monthly gas cost in GASP,Utility gas,Yes,Yes,No,Yes,6,No,1400.0,No,Yes,Yes,Yes,Rented,2 vehicles,Valid annual water cost in WATP,6,13.0,English only,9500.0,Nonfamily household: Male householder: Not living alone,150100.0,No children,"Yes, has stove or range, refrigerator, and sink with a faucet",At least one person in the household 14 and over speaks English only or speaks English 'very well',"No, not a multigenerational household",12 months or less,0.0,Not a grandparent headed household with no parent present,1 or more nonrelatives,"Male householder, female partner",No subfamilies,No person under 18 in household,No person 65 and over,Internet,"A single-family home on less than 10 acres or any other type of building, including mobile homes, with no regard to acreage",Households without a same-sex married couple,i,Greater than 120%,81 to 100%,No,Cluster 0
393,Charlotte City (South),2,"Yes, by paying a cell phone company or Internet service provider",Yes,2,7,Yes,No,No,Valid monthly electricity cost in ELEP,70.0,No,No charge or fuel other than gas or electricity not used,No charge or gas not used,Electricity,Yes,No,No,Yes,4,No,970.0,No,Yes,Yes,Yes,Rented,1 vehicle,Included in rent or in condo fee,7,37.0,Other Indo-European languages,1210.0,"Other family household: Female householder, no spouse present",33700.0,No children,"Yes, has stove or range, refrigerator, and sink with a faucet",At least one person in the household 14 and over speaks English only or speaks English 'very well',"No, not a multigenerational household",5 to 9 years,0.0,Not a grandparent headed household with no parent present,None,No unmarried partner in household,No subfamilies,No person under 18 in household,1 person 65 and over,Mail,"A single-family home on less than 10 acres or any other type of building, including mobile homes, with no regard to acreage",Households without a same-sex married couple,105.93,51 to 60%,61 to 80%,Yes,Cluster 1
394,Charlotte City (Northwest),2,"Yes, by paying a cell phone company or Internet service provider",Yes,3,2,Yes,No,No,Valid monthly electricity cost in ELEP,110.0,No,No charge or fuel other than gas or electricity not used,Valid monthly gas cost in GASP,Utility gas,Yes,Yes,No,Yes,5,No,1100.0,No,Yes,Yes,Yes,Rented,2 vehicles,Valid annual water cost in WATP,4,32.0,English only,9500.0,"Other family household: Male householder, no spouse present",48400.0,No children,"Yes, has stove or range, refrigerator, and sink with a faucet",At least one person in the household 14 and over speaks English only or speaks English 'very well',"No, not a multigenerational household",12 months or less,0.0,Not a grandparent headed household with no parent present,None,No unmarried partner in household,No subfamilies,No person under 18 in household,No person 65 and over,CATI/CAPI,"A single-family home on less than 10 acres or any other type of building, including mobile homes, with no regard to acreage",Households without a same-sex married couple,274.96,81 to 100%,61 to 80%,Yes,Cluster 0
395,Charlotte City (Northwest),5,"No access to the Internet at this house, apartment, or mobile home",Yes,3,1,Yes,No,No,Valid monthly electricity cost in ELEP,140.0,Yes,No charge or fuel other than gas or electricity not used,No charge or gas not used,Other fuel,Yes,No,No,Yes,5,No,530.0,No,Yes,No,Yes,Rented,2 vehicles,Included in rent or in condo fee,1,8.0,English only,9500.0,Married couple household,99600.0,No children,"Yes, has stove or range, refrigerator, and sink with a faucet",At least one person in the household 14 and over speaks English only or speaks English 'very well',"No, not a multigenerational household",12 months or less,0.0,Not a grandparent headed household with no parent present,None,No unmarried partner in household,No subfamilies,No person under 18 in household,No person 65 and over,CATI/CAPI,"A single-family home on less than 10 acres or any other type of building, including mobile homes, with no regard to acreage",Households without a same-sex married couple,148.28,Greater than 120%,31 to 50%,No,Cluster 1
396,Charlotte City (Southwest),2,"Yes, by paying a cell phone company or Internet service provider",Yes,2,9,Yes,No,No,Valid monthly electricity cost in ELEP,120.0,No,No charge or fuel other than gas or electricity not used,No charge or gas not used,Electricity,Yes,Yes,No,Yes,4,No,2000.0,No,Yes,Yes,Yes,Rented,2 vehicles,Valid annual water cost in WATP,2015,5.0,English only,9500.0,Nonfamily household: Female householder: Not living alone,523000.0,No children,"Yes, has stove or range, refrigerator, and sink with a faucet",At least one person in the household 14 and over speaks English only or speaks English 'very well',"No, not a multigenerational household",12 months or less,0.0,Not a grandparent headed household with no parent present,1 or more nonrelatives,"Female householder, male partner",No subfamilies,No person under 18 in household,No person 65 and over,Internet,"A single-family home on less than 10 acres or any other type of building, including mobile homes, with no regard to acreage",Households without a same-sex married couple,121.77,Greater than 120%,Greater than 120%,No,Cluster 0
397,Charlotte City (Southwest),4,"Yes, by paying a cell phone company or Internet service provider",Yes,2,3,Yes,No,No,Valid monthly electricity cost in ELEP,180.0,No,No charge or fuel other than gas or electricity not used,No charge or gas not used,Electricity,No,Yes,No,Yes,4,No,1200.0,No,Yes,Yes,Yes,Rented,2 vehicles,Included in rent or in condo fee,5,24.0,Other Indo-European languages,1250.0,Married couple household,70000.0,With children under 6 years only,"Yes, has stove or range, refrigerator, and sink with a faucet",At least one person in the household 14 and over speaks English only or speaks English 'very well',"No, not a multigenerational household",12 months or less,2.0,Not a grandparent headed household with no parent present,None,No unmarried partner in household,No subfamilies,1 or more persons under 18 in household,No person 65 and over,Internet,"A single-family home on less than 10 acres or any other type of building, including mobile homes, with no regard to acreage",Households without a same-sex married couple,55.97,81 to 100%,81 to 100%,No,Cluster 3
398,Charlotte City (Northwest),2,"Yes, by paying a cell phone company or Internet service provider",Yes,3,2,No,No,No,Valid monthly electricity cost in ELEP,200.0,No,No charge or fuel other than gas or electricity not used,No charge or gas not used,Electricity,Yes,Yes,No,Yes,5,No,900.0,No,Yes,No,Yes,Rented,1 vehicle,Valid annual water cost in WATP,6,20.0,English only,9500.0,Nonfamily household: Female householder: Not living alone,66400.0,No children,"Yes, has stove or range, refrigerator, and sink with a faucet",At least one person in the household 14 and over speaks English only or speaks English 'very well',"No, not a multigenerational household",12 months or less,0.0,Not a grandparent headed household with no parent present,1 or more nonrelatives,No unmarried partner in household,No subfamilies,No person under 18 in household,No person 65 and over,Internet,"A single-family home on less than 10 acres or any other type of building, including mobile homes, with no regard to acreage",Households without a same-sex married couple,87.4,101 to 120%,51 to 60%,No,Cluster 0
